Gravedad_Indicador_Tradicional,Dia_Semana_Acc,Localidad,Clase_Acc,Elemento_Choque,Con_Bicicleta,Con_Carga,Con_Embriaguez,Con_Huecos,Con_Menores,Con_Moto,Con_Peaton,Con_Persona_Mayor,Con_Rutas,Con_Tpi,Con_Tpp,Con_Velocidad,Con_Sitp,Con_Troncal,Con_Alimentador,Con_Zonal,Con_Provisional,Con_Articulado,Con_Biarticulado,Con_Padron_Dual,Con_Servicio_Especial,Con_Taxi,Severidad_Num,Accidente_Grave,Total_Factores_Riesgo,Es_Fin_de_Semana,Dia_Semana_Acc_Enc,Localidad_Enc,Clase_Acc_Enc,Elemento_Choque_Enc
Con Heridos,jueves,ENGATIVÁ,Choque,Tren,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,6,2,3
Con Heridos,domingo,BOSA,Choque,Vehículo,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,0,2,2,4
Solo Daños,martes,PUENTE ARANDA,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,5,0,3,10,2,4
Con Muertos,domingo,ENGATIVÁ,Atropello,,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,6,0,0
Con Heridos,martes,CANDELARIA,Atropello,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,3,0,0
Con Heridos,martes,TEUSAQUILLO,Caida de ocupante,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,16,1,0
Con Heridos,martes,PUENTE ARANDA,Choque,Vehículo,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,3,10,2,4
Con Heridos,lunes,TUNJUELITO,Otro,,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,5,0,2,17,4,0
Con Heridos,miércoles,SUBA,Volcamiento,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4,14,5,0
Solo Daños,martes,RAFAEL URIBE URIBE,Choque,Vehículo,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,11,2,4
Solo Daños,miércoles,KENNEDY,Choque,Vehículo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,8,2,4
Con Heridos,sábado,BARRIOS UNIDOS,Choque,Objeto Fijo,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,5,1,2,1
Con Heridos,martes,FONTIBÓN,Choque,Vehículo,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,4,0,3,7,2,4
Con Heridos,viernes,TEUSAQUILLO,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,6,16,2,4
Con Heridos,miércoles,LOS MÁRTIRES,Choque,Vehículo,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,4,9,2,4
Con Heridos,viernes,SUBA,Choque,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6,14,2,0
Con Heridos,jueves,ANTONIO NARIÑO,Choque,Vehículo,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,5,0,1,0,2,4
Con Heridos,domingo,USME,Atropello,,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,19,0,0
Con Heridos,viernes,USAQUÉN,Caida de ocupante,,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,4,0,6,18,1,0
Con Muertos,lunes,SUBA,Choque,Objeto Fijo,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,1,4,0,2,14,2,1
Con Heridos,lunes,BOSA,Caida de ocupante,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,3,0,2,2,1,0
Con Heridos,miércoles,TEUSAQUILLO,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4,16,2,4
Con Muertos,miércoles,BOSA,Choque,Vehículo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,4,2,2,4
Con Heridos,domingo,SUBA,Volcamiento,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,14,5,0
Solo Daños,martes,FONTIBÓN,Choque,Vehículo,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,7,2,4
Con Muertos,sábado,KENNEDY,Atropello,,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,5,8,0,0
Con Muertos,domingo,PUENTE ARANDA,Atropello,,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,5,1,0,10,0,0
Solo Daños,viernes,USAQUÉN,Choque,Vehículo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,18,2,4
Con Heridos,lunes,USAQUÉN,Choque,Vehículo,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,2,18,2,4
Solo Daños,domingo,BOSA,Choque,Vehículo,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,2,2,4
Con Heridos,miércoles,TEUSAQUILLO,Caida de ocupante,,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,4,0,4,16,1,0
Con Heridos,jueves,RAFAEL URIBE URIBE,Choque,Vehículo,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,11,2,4
Con Heridos,jueves,TEUSAQUILLO,Caida de ocupante,,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,4,0,1,16,1,0
Solo Daños,miércoles,TUNJUELITO,Choque,Vehículo,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,4,17,2,4
Con Muertos,lunes,SAN CRISTÓBAL,Choque,Vehículo,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,2,12,2,4
Con Heridos,jueves,KENNEDY,Choque,Vehículo,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,1,8,2,4
Con Muertos,lunes,SANTA FE,Atropello,,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,2,1,5,0,2,13,0,0
Con Muertos,jueves,USAQUÉN,Atropello,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,18,0,0
Con Heridos,jueves,KENNEDY,Choque,Vehículo,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,8,2,4
Con Heridos,viernes,SUBA,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,4,0,6,14,2,4
Solo Daños,sábado,SAN CRISTÓBAL,Choque,Vehículo,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4,1,5,12,2,4
Con Heridos,lunes,BOSA,Atropello,,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,5,0,2,2,0,0
Con Heridos,miércoles,CHAPINERO,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,4,2,4
Solo Daños,miércoles,BOSA,Choque,Vehículo,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,4,2,2,4
Solo Daños,martes,KENNEDY,Choque,Objeto Fijo,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,8,2,1
Solo Daños,martes,SANTA FE,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,13,2,4
Solo Daños,sábado,RAFAEL URIBE URIBE,Choque,Vehículo,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,11,2,4
Con Heridos,domingo,FONTIBÓN,Choque,Vehículo,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,7,2,4
Solo Daños,miércoles,KENNEDY,Choque,Vehículo,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,4,8,2,4
Con Heridos,domingo,ENGATIVÁ,Otro,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,6,4,0
Con Heridos,domingo,CIUDAD BOLÍVAR,Choque,Objeto Fijo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,5,2,1
Solo Daños,jueves,TUNJUELITO,Otro,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,17,4,0
Con Heridos,lunes,ENGATIVÁ,Choque,Vehículo,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,6,2,4
Con Heridos,martes,PUENTE ARANDA,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,3,10,2,4
Con Heridos,sábado,BOSA,Choque,Vehículo,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,5,2,2,4
Con Heridos,sábado,SUBA,Choque,Vehículo,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,6,1,5,14,2,4
Solo Daños,viernes,ANTONIO NARIÑO,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,5,0,6,0,2,4
Con Heridos,jueves,KENNEDY,Otro,,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,4,0,1,8,4,0
Solo Daños,martes,ENGATIVÁ,Choque,Vehículo,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,6,2,4
Con Heridos,miércoles,BARRIOS UNIDOS,Choque,Vehículo,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,5,0,4,1,2,4
Solo Daños,lunes,RAFAEL URIBE URIBE,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,2,11,2,4
Solo Daños,martes,RAFAEL URIBE URIBE,Choque,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,2,0
Solo Daños,jueves,CIUDAD BOLÍVAR,Choque,Vehículo,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,2,4
Solo Daños,lunes,TUNJUELITO,Choque,Vehículo,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,5,0,2,17,2,4
Con Heridos,jueves,BARRIOS UNIDOS,Choque,Vehículo,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,5,0,1,1,2,4
Con Heridos,martes,LOS MÁRTIRES,Choque,Vehículo,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,5,0,3,9,2,4
Solo Daños,miércoles,TUNJUELITO,Choque,Objeto Fijo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,17,2,1
Solo Daños,jueves,USAQUÉN,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,18,2,4
Con Heridos,miércoles,CIUDAD BOLÍVAR,Choque,Vehículo,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4,5,2,4
Con Heridos,domingo,BOSA,Otro,,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,4,1,0,2,4,0
Con Heridos,martes,SANTA FE,Atropello,,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,3,13,0,0
Solo Daños,miércoles,PUENTE ARANDA,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,0,4,10,2,4
Con Muertos,martes,PUENTE ARANDA,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,10,2,4
Con Heridos,jueves,KENNEDY,Atropello,,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,5,0,1,8,0,0
Con Heridos,domingo,KENNEDY,Atropello,,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,8,0,0
Con Heridos,viernes,USAQUÉN,Otro,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,3,0,6,18,4,0
Con Heridos,sábado,USAQUÉN,Choque,Vehículo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,5,18,2,4
Con Heridos,domingo,PUENTE ARANDA,Choque,Vehículo,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,10,2,4
Con Muertos,miércoles,ANTONIO NARIÑO,Atropello,,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,2,1,5,0,4,0,0,0
Con Heridos,miércoles,BARRIOS UNIDOS,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,5,0,4,1,2,4
Solo Daños,lunes,RAFAEL URIBE URIBE,Choque,Objeto Fijo,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,11,2,1
Solo Daños,domingo,CIUDAD BOLÍVAR,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4,1,0,5,2,4
Con Heridos,jueves,BARRIOS UNIDOS,Atropello,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,1,0,0
Con Heridos,viernes,KENNEDY,Choque,Objeto Fijo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6,8,2,1
Con Heridos,viernes,BARRIOS UNIDOS,Otro,,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,4,0,6,1,4,0
Solo Daños,lunes,FONTIBÓN,Choque,Vehículo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,2,4
Con Heridos,martes,BARRIOS UNIDOS,Atropello,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,1,0,0
Solo Daños,martes,FONTIBÓN,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,4,0,3,7,2,4
Solo Daños,lunes,CIUDAD BOLÍVAR,Choque,Vehículo,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,5,2,4
Solo Daños,lunes,CANDELARIA,Choque,Vehículo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,4
Solo Daños,sábado,SUBA,Choque,Vehículo,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,5,14,2,4
Solo Daños,miércoles,BOSA,Choque,Vehículo,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,4,2,2,4
Solo Daños,jueves,SAN CRISTÓBAL,Choque,Vehículo,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,1,12,2,4
Con Heridos,lunes,BARRIOS UNIDOS,Otro,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,4,0,2,1,4,0
Con Heridos,martes,TEUSAQUILLO,Caida de ocupante,,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,4,0,3,16,1,0
Con Heridos,martes,BOSA,Volcamiento,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,2,5,0
Solo Daños,martes,TUNJUELITO,Choque,Vehículo,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,17,2,4
Solo Daños,martes,FONTIBÓN,Choque,Vehículo,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,3,7,2,4
Solo Daños,martes,BARRIOS UNIDOS,Choque,Vehículo,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,3,1,2,4
Solo Daños,miércoles,SANTA FE,Choque,Vehículo,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,13,2,4
Solo Daños,domingo,SAN CRISTÓBAL,Choque,Vehículo,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,12,2,4
Con Heridos,viernes,USAQUÉN,Atropello,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,6,18,0,0
Solo Daños,domingo,RAFAEL URIBE URIBE,Choque,Vehículo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,2,4
Con Muertos,miércoles,SANTA FE,Choque,Objeto Fijo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,4,13,2,1
Con Heridos,jueves,RAFAEL URIBE URIBE,Choque,Vehículo,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,1,11,2,4
Con Heridos,sábado,USME,Atropello,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,5,19,0,0
Solo Daños,jueves,FONTIBÓN,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,7,2,4
Solo Daños,viernes,KENNEDY,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,6,8,2,4
Con Heridos,jueves,USAQUÉN,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,18,2,4
Solo Daños,martes,CHAPINERO,Choque,Semoviente,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,4,0,3,4,2,2
Con Heridos,sábado,CHAPINERO,Atropello,,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,5,4,0,0
Con Heridos,lunes,FONTIBÓN,Choque,Vehículo,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,7,2,4
Con Heridos,lunes,ENGATIVÁ,Choque,Vehículo,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,6,2,4
Con Heridos,lunes,CHAPINERO,Choque,Vehículo,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,4,2,4
Con Heridos,miércoles,KENNEDY,Choque,Vehículo,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,4,8,2,4
Con Heridos,domingo,RAFAEL URIBE URIBE,Caida de ocupante,,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,4,1,0,11,1,0
Solo Daños,sábado,RAFAEL URIBE URIBE,Choque,Vehículo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,11,2,4
Con Heridos,jueves,LOS MÁRTIRES,Choque,Vehículo,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,1,9,2,4
Solo Daños,miércoles,LOS MÁRTIRES,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,5,0,4,9,2,4
Con Heridos,miércoles,USME,Caida de ocupante,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4,19,1,0
Con Heridos,sábado,CIUDAD BOLÍVAR,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,5,5,2,4
Solo Daños,miércoles,SUBA,Choque,Vehículo,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,4,14,2,4
Con Heridos,lunes,FONTIBÓN,Choque,Vehículo,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,2,7,2,4
Con Heridos,sábado,ANTONIO NARIÑO,Caida de ocupante,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,0,1,0
Solo Daños,martes,SAN CRISTÓBAL,Choque,Vehículo,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,3,12,2,4
Con Heridos,viernes,ANTONIO NARIÑO,Atropello,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,6,0,0,0
Con Heridos,martes,CIUDAD BOLÍVAR,Choque,Vehículo,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,5,2,4
Solo Daños,sábado,BOSA,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5,2,2,4
Con Heridos,lunes,SANTA FE,Choque,Objeto Fijo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,13,2,1
Con Heridos,lunes,TUNJUELITO,Atropello,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,17,0,0
Con Heridos,lunes,ENGATIVÁ,Atropello,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,6,0,0
Con Heridos,martes,SAN CRISTÓBAL,Caida de ocupante,,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,4,0,3,12,1,0
Con Heridos,miércoles,BARRIOS UNIDOS,Choque,Objeto Fijo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,1,2,1
Con Heridos,lunes,FONTIBÓN,Choque,Vehículo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,7,2,4
Con Muertos,miércoles,PUENTE ARANDA,Volcamiento,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,4,10,5,0
Con Heridos,sábado,KENNEDY,Caida de ocupante,,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,4,1,5,8,1,0
Con Muertos,domingo,ENGATIVÁ,Choque,Vehículo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,6,2,4
Con Heridos,sábado,RAFAEL URIBE URIBE,Atropello,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,5,11,0,0
Con Heridos,lunes,TEUSAQUILLO,Atropello,,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,2,16,0,0
Con Heridos,domingo,SUBA,Choque,Vehículo,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,14,2,4
Con Heridos,miércoles,BARRIOS UNIDOS,Caida de ocupante,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,4,0,4,1,1,0
Solo Daños,lunes,USME,Choque,Vehículo,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,2,19,2,4
Con Heridos,miércoles,TUNJUELITO,Choque,Vehículo,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4,17,2,4
Con Muertos,domingo,ENGATIVÁ,Choque,Objeto Fijo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,6,2,1
Con Heridos,viernes,KENNEDY,Choque,Vehículo,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,6,8,2,4
Con Muertos,martes,ENGATIVÁ,Atropello,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,3,6,0,0
Solo Daños,sábado,SANTA FE,Choque,Vehículo,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,13,2,4
Con Heridos,martes,PUENTE ARANDA,Choque,Vehículo,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,3,10,2,4
Solo Daños,miércoles,TEUSAQUILLO,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,4,16,2,4
Con Heridos,domingo,ENGATIVÁ,Caida de ocupante,,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,4,1,0,6,1,0
Con Heridos,viernes,SUBA,Caida de ocupante,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,4,0,6,14,1,0
Solo Daños,viernes,USAQUÉN,Choque,Vehículo,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,6,18,2,4
