Gravedad_Indicador_Tradicional,Dia_Semana_Acc,Localidad,Clase_Acc,Elemento_Choque,Con_Bicicleta,Con_Carga,Con_Embriaguez,Con_Huecos,Con_Menores,Con_Moto,Con_Peaton,Con_Persona_Mayor,Con_Rutas,Con_Tpi,Con_Tpp,Con_Velocidad,Con_Sitp,Con_Troncal,Con_Alimentador,Con_Zonal,Con_Provisional,Con_Articulado,Con_Biarticulado,Con_Padron_Dual,Con_Servicio_Especial,Con_Taxi,Severidad_Num,Accidente_Grave,Total_Factores_Riesgo,Es_Fin_de_Semana,Dia_Semana_Acc_Enc,Localidad_Enc,Clase_Acc_Enc,Elemento_Choque_Enc
Con Heridos,lunes,SAN CRISTÓBAL,Atropello,,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,2,12,0,0
Solo Daños,lunes,BOSA,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,4
Solo Daños,viernes,USAQUÉN,Choque,Vehículo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,18,2,4
Con Heridos,miércoles,TEUSAQUILLO,Choque,Vehículo,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4,16,2,4
Con Heridos,martes,BARRIOS UNIDOS,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,4,0,3,1,2,4
Con Heridos,domingo,ENGATIVÁ,Atropello,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,6,0,0
Con Heridos,domingo,CHAPINERO,Atropello,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,0,4,0,0
Con Heridos,lunes,ANTONIO NARIÑO,Choque,Vehículo,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,0,2,4
Solo Daños,jueves,USAQUÉN,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,18,2,4
Solo Daños,martes,FONTIBÓN,Choque,Vehículo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,7,2,4
Solo Daños,viernes,SUBA,Choque,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,14,2,0
Con Muertos,domingo,USAQUÉN,Atropello,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,18,0,0
Solo Daños,sábado,SANTA FE,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,4,1,5,13,2,4
Solo Daños,lunes,USME,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,19,2,4
Con Heridos,viernes,SUBA,Choque,Vehículo,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,6,14,2,4
Solo Daños,miércoles,PUENTE ARANDA,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,10,2,4
Con Heridos,viernes,FONTIBÓN,Choque,Vehículo,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,6,7,2,4
Con Heridos,viernes,TEUSAQUILLO,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,16,2,4
Con Heridos,lunes,BOSA,Choque,Vehículo,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,2,2,2,4
Con Muertos,domingo,KENNEDY,Atropello,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,8,0,0
Con Heridos,jueves,RAFAEL URIBE URIBE,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,11,2,4
Con Heridos,martes,ENGATIVÁ,Atropello,,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,0,3,6,0,0
Con Heridos,martes,KENNEDY,Choque,Vehículo,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,3,8,2,4
Solo Daños,viernes,ANTONIO NARIÑO,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,6,0,2,4
Solo Daños,sábado,SANTA FE,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,13,2,4
Con Muertos,jueves,KENNEDY,Atropello,,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,1,8,0,0
Solo Daños,miércoles,LOS MÁRTIRES,Choque,Vehículo,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,9,2,4
Con Heridos,viernes,SUBA,Choque,Objeto Fijo,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,6,14,2,1
Con Heridos,jueves,PUENTE ARANDA,Caida de ocupante,,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,4,0,1,10,1,0
Solo Daños,miércoles,TUNJUELITO,Choque,Vehículo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,17,2,4
Con Heridos,martes,BARRIOS UNIDOS,Choque,Vehículo,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,3,1,2,4
Solo Daños,jueves,RAFAEL URIBE URIBE,Choque,Vehículo,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,11,2,4
Solo Daños,viernes,LOS MÁRTIRES,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,5,0,6,9,2,4
Con Heridos,domingo,SAN CRISTÓBAL,Atropello,,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,12,0,0
Solo Daños,domingo,USAQUÉN,Choque,Objeto Fijo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18,2,1
Solo Daños,lunes,FONTIBÓN,Choque,Objeto Fijo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,1
Con Heridos,lunes,LOS MÁRTIRES,Atropello,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,9,0,0
Solo Daños,viernes,CIUDAD BOLÍVAR,Choque,Objeto Fijo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,2,1
Solo Daños,lunes,ENGATIVÁ,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,2,4
Con Muertos,sábado,USME,Choque,Objeto Fijo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,5,19,2,1
Solo Daños,domingo,ENGATIVÁ,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,6,2,4
Con Heridos,domingo,SANTA FE,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,13,2,4
Solo Daños,sábado,USME,Choque,Vehículo,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,5,19,2,4
Solo Daños,lunes,PUENTE ARANDA,Choque,Vehículo,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,10,2,4
Solo Daños,viernes,BOSA,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,6,2,2,4
Con Heridos,miércoles,PUENTE ARANDA,Choque,Vehículo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,10,2,4
Solo Daños,sábado,USME,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,1,5,19,2,4
Solo Daños,viernes,ENGATIVÁ,Choque,Vehículo,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,6,2,4
Solo Daños,viernes,FONTIBÓN,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,6,7,2,4
Con Heridos,miércoles,SAN CRISTÓBAL,Choque,Vehículo,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,4,12,2,4
Solo Daños,lunes,PUENTE ARANDA,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,2,4
Solo Daños,martes,TEUSAQUILLO,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,16,2,4
Con Heridos,viernes,CHAPINERO,Choque,Vehículo,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,6,4,2,4
Con Heridos,domingo,KENNEDY,Atropello,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,8,0,0
Solo Daños,domingo,FONTIBÓN,Choque,Vehículo,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,7,2,4
Con Heridos,jueves,CHAPINERO,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,4,2,4
Solo Daños,viernes,SAN CRISTÓBAL,Choque,Vehículo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,12,2,4
Con Heridos,sábado,KENNEDY,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,4,1,5,8,2,4
Solo Daños,miércoles,ENGATIVÁ,Choque,Objeto Fijo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,1
Solo Daños,miércoles,USAQUÉN,Choque,Vehículo,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,4,18,2,4
Con Heridos,jueves,ENGATIVÁ,Otro,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,6,4,0
Solo Daños,lunes,USME,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,2,4
Solo Daños,miércoles,PUENTE ARANDA,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,10,2,4
Con Heridos,miércoles,TEUSAQUILLO,Choque,Vehículo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,16,2,4
Con Heridos,domingo,FONTIBÓN,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,7,2,4
Con Heridos,domingo,PUENTE ARANDA,Choque,Vehículo,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,10,2,4
Con Heridos,sábado,LOS MÁRTIRES,Choque,Vehículo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,9,2,4
Con Heridos,jueves,LOS MÁRTIRES,Atropello,,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,1,9,0,0
Solo Daños,domingo,PUENTE ARANDA,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,10,2,4
Con Heridos,jueves,SUBA,Caida de ocupante,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,3,0,1,14,1,0
Solo Daños,miércoles,BOSA,Choque,Objeto Fijo,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,4,2,2,1
Solo Daños,lunes,BOSA,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,2,2,2,4
Solo Daños,viernes,FONTIBÓN,Choque,Vehículo,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,7,2,4
Con Heridos,martes,KENNEDY,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,4,0,3,8,2,4
Solo Daños,lunes,KENNEDY,Choque,Vehículo,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,8,2,4
Con Heridos,martes,SUBA,Choque,Vehículo,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,3,14,2,4
Solo Daños,jueves,BOSA,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4
Con Heridos,domingo,USME,Atropello,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,19,0,0
Solo Daños,domingo,USME,Choque,Objeto Fijo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,2,1
Solo Daños,lunes,CHAPINERO,Choque,Objeto Fijo,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,4,2,1
Solo Daños,domingo,BOSA,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,2,2,4
Con Heridos,miércoles,CANDELARIA,Atropello,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,4,3,0,0
Solo Daños,domingo,SANTA FE,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,2,4
Solo Daños,miércoles,TEUSAQUILLO,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,16,2,4
Con Muertos,lunes,TUNJUELITO,Atropello,,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,2,17,0,0
Solo Daños,sábado,USAQUÉN,Choque,Vehículo,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,18,2,4
Solo Daños,martes,ENGATIVÁ,Choque,Vehículo,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,3,6,2,4
Solo Daños,miércoles,LOS MÁRTIRES,Choque,Vehículo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,9,2,4
Con Muertos,miércoles,PUENTE ARANDA,Choque,Objeto Fijo,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,4,10,2,1
Con Heridos,viernes,SUBA,Choque,Vehículo,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,6,14,2,4
Con Heridos,viernes,SANTA FE,Choque,Objeto Fijo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6,13,2,1
Solo Daños,martes,TEUSAQUILLO,Choque,Objeto Fijo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,16,2,1
Con Heridos,jueves,RAFAEL URIBE URIBE,Atropello,,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,11,0,0
Con Heridos,sábado,LOS MÁRTIRES,Atropello,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,9,0,0
Solo Daños,miércoles,USAQUÉN,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,4,18,2,4
Con Heridos,lunes,BOSA,Choque,Vehículo,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,2,2,4
Con Heridos,domingo,LOS MÁRTIRES,Choque,Vehículo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,9,2,4
Con Heridos,lunes,ANTONIO NARIÑO,Atropello,,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,4,0,2,0,0,0
Solo Daños,sábado,KENNEDY,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,8,2,4
Con Heridos,sábado,SANTA FE,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,5,13,2,4
Solo Daños,sábado,CANDELARIA,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,3,2,4
Solo Daños,jueves,FONTIBÓN,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,7,2,4
Solo Daños,sábado,TEUSAQUILLO,Choque,Vehículo,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,16,2,4
Solo Daños,jueves,CIUDAD BOLÍVAR,Choque,Objeto Fijo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,2,1
Solo Daños,sábado,SAN CRISTÓBAL,Choque,Vehículo,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,1,5,12,2,4
Con Muertos,sábado,FONTIBÓN,Volcamiento,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,1,5,7,5,0
Con Heridos,miércoles,SAN CRISTÓBAL,Choque,Vehículo,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,4,12,2,4
Con Heridos,viernes,ANTONIO NARIÑO,Atropello,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,6,0,0,0
Con Heridos,domingo,ENGATIVÁ,Choque,Vehículo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,6,2,4
Solo Daños,miércoles,USAQUÉN,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,4,0,4,18,2,4
Solo Daños,domingo,BOSA,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,0,2,2,4
Solo Daños,martes,TUNJUELITO,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,17,2,4
Con Heridos,sábado,USME,Atropello,,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,5,19,0,0
Con Heridos,sábado,KENNEDY,Caida de ocupante,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,8,1,0
Con Heridos,lunes,USAQUÉN,Atropello,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,18,0,0
Con Heridos,sábado,SUBA,Atropello,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,5,14,0,0
Solo Daños,miércoles,KENNEDY,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,8,2,4
Con Heridos,miércoles,PUENTE ARANDA,Choque,Vehículo,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4,10,2,4
Con Heridos,lunes,PUENTE ARANDA,Atropello,,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,10,0,0
Con Heridos,jueves,BARRIOS UNIDOS,Otro,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,4,0
Solo Daños,viernes,BARRIOS UNIDOS,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,6,1,2,4
Con Heridos,lunes,SAN CRISTÓBAL,Atropello,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,12,0,0
Solo Daños,miércoles,SANTA FE,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,5,0,4,13,2,4
Solo Daños,viernes,KENNEDY,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,8,2,4
Con Heridos,lunes,SANTA FE,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,2,13,2,4
Solo Daños,sábado,SUBA,Choque,Vehículo,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,14,2,4
Solo Daños,miércoles,ENGATIVÁ,Choque,Vehículo,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,6,2,4
Con Heridos,jueves,ENGATIVÁ,Atropello,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,6,0,0
Solo Daños,sábado,SANTA FE,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,5,13,2,4
Solo Daños,viernes,USME,Choque,Vehículo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,6,19,2,4
Con Heridos,martes,SANTA FE,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,4,0,3,13,2,4
Con Heridos,jueves,ENGATIVÁ,Choque,Vehículo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,6,2,4
Solo Daños,miércoles,LOS MÁRTIRES,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,4,0,4,9,2,4
Con Heridos,sábado,SAN CRISTÓBAL,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,3,1,5,12,2,4
Solo Daños,jueves,BOSA,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,4
Con Muertos,sábado,SUBA,Choque,Vehículo,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,1,5,14,2,4
Solo Daños,miércoles,SUBA,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,4,0,4,14,2,4
Con Heridos,domingo,SUBA,Caida de ocupante,,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,4,1,0,14,1,0
Con Heridos,miércoles,KENNEDY,Choque,Vehículo,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,5,0,4,8,2,4
Con Heridos,lunes,USAQUÉN,Atropello,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,18,0,0
Con Heridos,sábado,SAN CRISTÓBAL,Atropello,,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,5,1,5,12,0,0
Con Heridos,domingo,SAN CRISTÓBAL,Atropello,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,12,0,0
Con Heridos,viernes,BARRIOS UNIDOS,Choque,Vehículo,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,6,1,2,4
Con Heridos,miércoles,CHAPINERO,Choque,Vehículo,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,5,0,4,4,2,4
Solo Daños,sábado,KENNEDY,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,5,1,5,8,2,4
Solo Daños,domingo,PUENTE ARANDA,Choque,Vehículo,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,10,2,4
Con Heridos,sábado,BOSA,Choque,Objeto Fijo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,2,2,1
Solo Daños,miércoles,FONTIBÓN,Choque,Objeto Fijo,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,7,2,1
Con Heridos,viernes,KENNEDY,Caida de ocupante,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,3,0,6,8,1,0
Solo Daños,sábado,USAQUÉN,Choque,Vehículo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,18,2,4
Con Heridos,jueves,LOS MÁRTIRES,Atropello,,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,9,0,0
Con Heridos,viernes,SUBA,Choque,Vehículo,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,6,14,2,4
